0.0074576,0.018525,-1
NaN,NaN,-0.99
NaN,NaN,-0.98
NaN,NaN,-0.97
0.0083705,0.017219,-0.96
NaN,NaN,-0.95
NaN,NaN,-0.94
0.0089143,0.01343,-0.93
NaN,NaN,-0.92
NaN,NaN,-0.91
NaN,NaN,-0.9
0.010028,0.01124,-0.89
NaN,NaN,-0.88
NaN,NaN,-0.87
NaN,NaN,-0.86
0.011308,0.0099028,-0.85
NaN,NaN,-0.84
NaN,NaN,-0.83
NaN,NaN,-0.82
0.014686,0.01023,-0.81
NaN,NaN,-0.8
NaN,NaN,-0.79
NaN,NaN,-0.78
0.014988,0.0078447,-0.77
NaN,NaN,-0.76
NaN,NaN,-0.75
NaN,NaN,-0.74
0.017102,0.0065331,-0.73
NaN,NaN,-0.72
NaN,NaN,-0.71
NaN,NaN,-0.7
0.017936,0.0063553,-0.69
NaN,NaN,-0.68
NaN,NaN,-0.67
NaN,NaN,-0.66
0.018604,0.0034806,-0.65
NaN,NaN,-0.64
NaN,NaN,-0.63
NaN,NaN,-0.62
0.020925,0.0050594,-0.61
NaN,NaN,-0.6
NaN,NaN,-0.59
NaN,NaN,-0.58
0.02039,0.00054076,-0.57
NaN,NaN,-0.56
NaN,NaN,-0.55
NaN,NaN,-0.54
0.023959,0.0019223,-0.53
NaN,NaN,-0.52
NaN,NaN,-0.51
NaN,NaN,-0.5
0.025636,0.0013479,-0.49
NaN,NaN,-0.48
NaN,NaN,-0.47
NaN,NaN,-0.46
0.028052,0.0042392,-0.45
NaN,NaN,-0.44
NaN,NaN,-0.43
NaN,NaN,-0.42
0.030746,0.0051057,-0.41
NaN,NaN,-0.4
NaN,NaN,-0.39
NaN,NaN,-0.38
0.028624,0.0012242,-0.37
NaN,NaN,-0.36
NaN,NaN,-0.35
NaN,NaN,-0.34
0.030806,0.0016579,-0.33
NaN,NaN,-0.32
NaN,NaN,-0.31
NaN,NaN,-0.3
0.03051,-0.002013,-0.29
NaN,NaN,-0.28
NaN,NaN,-0.27
NaN,NaN,-0.26
0.034165,0.0037309,-0.25
NaN,NaN,-0.24
NaN,NaN,-0.23
NaN,NaN,-0.22
0.036111,0.0044034,-0.21
NaN,NaN,-0.2
NaN,NaN,-0.19
NaN,NaN,-0.18
0.03782,0.0021773,-0.17
NaN,NaN,-0.16
NaN,NaN,-0.15
NaN,NaN,-0.14
0.035402,-0.0042305,-0.13
NaN,NaN,-0.12
NaN,NaN,-0.11
NaN,NaN,-0.1
0.03448,-0.0020396,-0.09
NaN,NaN,-0.08
NaN,NaN,-0.07
NaN,NaN,-0.06
0.036982,-0.0025344,-0.05
NaN,NaN,-0.04
NaN,NaN,-0.03
NaN,NaN,-0.02
0.036034,0.0019369,-0.01
NaN,NaN,0
NaN,NaN,0.01
NaN,NaN,0.02
0.034036,0.0065745,0.03
NaN,NaN,0.04
NaN,NaN,0.05
NaN,NaN,0.06
0.035482,0.0037152,0.07
NaN,NaN,0.08
NaN,NaN,0.09
NaN,NaN,0.1
0.032792,0.0039272,0.11
NaN,NaN,0.12
NaN,NaN,0.13
NaN,NaN,0.14
0.033533,0.0045468,0.15
NaN,NaN,0.16
NaN,NaN,0.17
NaN,NaN,0.18
0.032891,0.0019256,0.19
NaN,NaN,0.2
NaN,NaN,0.21
NaN,NaN,0.22
0.03193,0.0041023,0.23
NaN,NaN,0.24
NaN,NaN,0.25
NaN,NaN,0.26
0.030604,0.0023694,0.27
NaN,NaN,0.28
NaN,NaN,0.29
NaN,NaN,0.3
0.029291,0.0036568,0.31
NaN,NaN,0.32
NaN,NaN,0.33
NaN,NaN,0.34
0.026609,0.0054688,0.35
NaN,NaN,0.36
NaN,NaN,0.37
NaN,NaN,0.38
0.026184,0.0018839,0.39
NaN,NaN,0.4
NaN,NaN,0.41
NaN,NaN,0.42
0.026449,-0.000739,0.43
NaN,NaN,0.44
NaN,NaN,0.45
NaN,NaN,0.46
0.023817,-0.00089318,0.47
NaN,NaN,0.48
NaN,NaN,0.49
NaN,NaN,0.5
0.022329,-5.3429e-05,0.51
NaN,NaN,0.52
NaN,NaN,0.53
NaN,NaN,0.54
0.020965,-0.0010233,0.55
NaN,NaN,0.56
NaN,NaN,0.57
NaN,NaN,0.58
0.019514,-0.0028241,0.59
NaN,NaN,0.6
NaN,NaN,0.61
NaN,NaN,0.62
0.019243,-0.0035736,0.63
NaN,NaN,0.64
NaN,NaN,0.65
NaN,NaN,0.66
0.016934,-0.0058369,0.67
NaN,NaN,0.68
NaN,NaN,0.69
NaN,NaN,0.7
0.014803,-0.005852,0.71
NaN,NaN,0.72
NaN,NaN,0.73
NaN,NaN,0.74
0.01247,-0.0061522,0.75
NaN,NaN,0.76
NaN,NaN,0.77
NaN,NaN,0.78
0.011429,-0.0069928,0.79
NaN,NaN,0.8
NaN,NaN,0.81
NaN,NaN,0.82
0.010057,-0.0088369,0.83
NaN,NaN,0.84
NaN,NaN,0.85
NaN,NaN,0.86
0.0096543,-0.011004,0.87
NaN,NaN,0.88
NaN,NaN,0.89
NaN,NaN,0.9
0.0088479,-0.013928,0.91
NaN,NaN,0.92
NaN,NaN,0.93
NaN,NaN,0.94
0.0084098,-0.017263,0.95
NaN,NaN,0.96
NaN,NaN,0.97
NaN,NaN,0.98
0.0070812,-0.018253,0.99
NaN,NaN,1
