0.0020284,0.022424,-1
NaN,NaN,-0.99
0.0020186,0.018141,-0.98
NaN,NaN,-0.97
0.0028101,0.017012,-0.96
NaN,NaN,-0.95
0.0031668,0.014529,-0.94
0.0038109,0.013037,-0.93
NaN,NaN,-0.92
0.0043288,0.010385,-0.91
NaN,NaN,-0.9
0.0051634,0.011644,-0.89
NaN,NaN,-0.88
0.0058407,0.0095472,-0.87
NaN,NaN,-0.86
0.0064212,0.0081555,-0.85
NaN,NaN,-0.84
0.0070178,0.0049524,-0.83
NaN,NaN,-0.82
0.0073047,0.0047673,-0.81
NaN,NaN,-0.8
0.0077141,0.0013364,-0.79
NaN,NaN,-0.78
0.009287,0.0049984,-0.77
NaN,NaN,-0.76
0.0086031,0.0020137,-0.75
NaN,NaN,-0.74
0.009238,-0.00093395,-0.73
NaN,NaN,-0.72
0.0096527,0.0019601,-0.71
NaN,NaN,-0.7
0.011083,0.001974,-0.69
NaN,NaN,-0.68
0.0118,0.0035168,-0.67
NaN,NaN,-0.66
0.011635,0.00039275,-0.65
NaN,NaN,-0.64
0.012478,-0.0024834,-0.63
NaN,NaN,-0.62
0.012737,-0.00023669,-0.61
NaN,NaN,-0.6
0.014481,-0.0030059,-0.59
NaN,NaN,-0.58
0.01312,-0.0086047,-0.57
NaN,NaN,-0.56
0.013814,-0.0075389,-0.55
NaN,NaN,-0.54
0.016266,-0.0042353,-0.53
NaN,NaN,-0.52
0.013327,-0.0064161,-0.51
NaN,NaN,-0.5
0.014644,-0.0051403,-0.49
NaN,NaN,-0.48
0.016053,-0.0015823,-0.47
NaN,NaN,-0.46
0.016393,-0.0041866,-0.45
NaN,NaN,-0.44
0.019508,-0.00054189,-0.43
NaN,NaN,-0.42
0.017667,-0.010988,-0.41
NaN,NaN,-0.4
0.017408,-0.017862,-0.39
NaN,NaN,-0.38
0.018791,-0.0077491,-0.37
NaN,NaN,-0.36
0.018575,-0.010057,-0.35
NaN,NaN,-0.34
0.017047,-0.0022193,-0.33
NaN,NaN,-0.32
0.019278,-0.0089303,-0.31
NaN,NaN,-0.3
0.020577,-0.0063498,-0.29
NaN,NaN,-0.28
0.021191,-0.01482,-0.27
NaN,NaN,-0.26
0.021047,-0.01001,-0.25
NaN,NaN,-0.24
0.018115,-0.0061188,-0.23
NaN,NaN,-0.22
0.021092,-0.012804,-0.21
NaN,NaN,-0.2
0.02135,-0.0049463,-0.19
NaN,NaN,-0.18
0.022863,-0.0078087,-0.17
NaN,NaN,-0.16
0.025269,-0.0074405,-0.15
NaN,NaN,-0.14
0.02254,-0.0078956,-0.13
NaN,NaN,-0.12
0.02041,-0.0066535,-0.11
NaN,NaN,-0.1
0.024699,-0.0064509,-0.09
NaN,NaN,-0.08
0.021634,-0.00034462,-0.07
NaN,NaN,-0.06
0.022465,0.001989,-0.05
NaN,NaN,-0.04
0.020621,0.0047072,-0.03
NaN,NaN,-0.02
0.020352,-0.0061446,-0.01
NaN,NaN,0
0.019319,-0.0042052,0.01
NaN,NaN,0.02
0.020541,0.006539,0.03
NaN,NaN,0.04
0.023929,0.0041062,0.05
NaN,NaN,0.06
0.021035,0.0012918,0.07
NaN,NaN,0.08
0.024934,-0.010023,0.09
NaN,NaN,0.1
0.022783,0.0012067,0.11
NaN,NaN,0.12
0.021435,0.0033985,0.13
NaN,NaN,0.14
0.023896,0.0028479,0.15
NaN,NaN,0.16
0.021023,0.003242,0.17
NaN,NaN,0.18
0.021096,0.011138,0.19
NaN,NaN,0.2
0.024498,0.010531,0.21
NaN,NaN,0.22
0.022472,0.0096406,0.23
NaN,NaN,0.24
0.019798,0.0064703,0.25
NaN,NaN,0.26
0.020139,0.0071195,0.27
NaN,NaN,0.28
0.019291,0.0082759,0.29
NaN,NaN,0.3
0.01997,0.0092585,0.31
NaN,NaN,0.32
0.022218,0.0027965,0.33
NaN,NaN,0.34
0.019542,0.0081011,0.35
NaN,NaN,0.36
0.017723,0.0079141,0.37
NaN,NaN,0.38
0.017513,0.008356,0.39
NaN,NaN,0.4
0.017502,0.0088389,0.41
NaN,NaN,0.42
0.017954,0.0099028,0.43
NaN,NaN,0.44
0.017637,0.0083847,0.45
NaN,NaN,0.46
0.015478,0.0055283,0.47
NaN,NaN,0.48
0.015281,0.0031731,0.49
NaN,NaN,0.5
0.016574,0.0019123,0.51
NaN,NaN,0.52
0.014711,0.0018724,0.53
NaN,NaN,0.54
0.01272,0.0037963,0.55
NaN,NaN,0.56
0.012598,0.0052807,0.57
NaN,NaN,0.58
0.013445,0.0026887,0.59
NaN,NaN,0.6
0.013668,0.00035806,0.61
NaN,NaN,0.62
0.014013,-0.0015449,0.63
NaN,NaN,0.64
0.01131,0.0036889,0.65
NaN,NaN,0.66
0.011844,0.00022984,0.67
NaN,NaN,0.68
0.010322,-0.0001686,0.69
NaN,NaN,0.7
0.0097077,0.00015779,0.71
NaN,NaN,0.72
0.0098279,-0.0024162,0.73
NaN,NaN,0.74
0.008429,-0.0012452,0.75
NaN,NaN,0.76
0.0078726,-0.0016974,0.77
NaN,NaN,0.78
0.0065637,-0.0010247,0.79
NaN,NaN,0.8
0.006873,-0.0041103,0.81
NaN,NaN,0.82
0.005558,-0.0049421,0.83
NaN,NaN,0.84
0.0055487,-0.0074092,0.85
NaN,NaN,0.86
0.0048414,-0.0086289,0.87
NaN,NaN,0.88
0.0045999,-0.011098,0.89
NaN,NaN,0.9
0.0038162,-0.012709,0.91
NaN,NaN,0.92
0.003047,-0.013948,0.93
NaN,NaN,0.94
0.002612,-0.01628,0.95
NaN,NaN,0.96
0.0019049,-0.017798,0.97
NaN,NaN,0.98
0.0021224,-0.022719,0.99
NaN,NaN,1
