,x,y,drift_x,drift_y,diffusion_x,diffusion_y,diffusion_xy
9,-0.3793100904343121,-0.9999932691469368,0.001937314471407157,0.06709990009161679,0.0013799561569891405,0.0013799561569891405,0.001937314471407157
10,-0.310344719497473,-0.9999932691469368,-0.001995984078887313,0.059845720578488824,0.0018683476954069538,0.0018683476954069538,-0.001995984078887313
11,-0.24137934856063392,-0.9999932691469368,-0.002021927206676936,0.061106903362620084,0.0032849453574975065,0.0032849453574975065,-0.002021927206676936
12,-0.17241397762379496,-0.9999932691469368,-0.008124709531696547,0.054021317336918444,0.0035997740508874458,0.0035997740508874458,-0.008124709531696547
13,-0.10344860668695599,-0.9999932691469368,-0.006479398213926745,0.057534115933308795,0.0034214941532243843,0.0034214941532243843,-0.006479398213926745
14,-0.034483235750116914,-0.9999932691469368,-0.01576628030722231,0.05326152799657258,0.0032827906085466465,0.0032827906085466465,-0.01576628030722231
15,0.03448213518672216,-0.9999932691469368,-0.018132583235970504,0.05598323431494619,0.004422162136300418,0.004422162136300418,-0.018132583235970504
16,0.10344750612356113,-0.9999932691469368,-0.021040396550671484,0.05400637164557536,0.004027779566100202,0.004027779566100202,-0.021040396550671484
17,0.1724128770604001,-0.9999932691469368,-0.017649578348395208,0.05173101345744343,0.0035403636416093463,0.0035403636416093463,-0.017649578348395208
18,0.24137824799723906,-0.9999932691469368,-0.03204881299511129,0.059752568692285166,0.003283690533180108,0.003283690533180108,-0.03204881299511129
19,0.31034361893407825,-0.9999932691469368,-0.044101132048534095,0.046190401351553036,0.0025133110519884936,0.0025133110519884936,-0.044101132048534095
37,-0.51724083230799,-0.9310279901151625,0.010800965338251794,0.056521670761723965,0.0014819472250344986,0.0014819472250344986,0.010800965338251794
38,-0.44827546137115104,-0.9310279901151625,0.01134345458577453,0.06733135952776996,0.002458668993231603,0.002458668993231603,0.01134345458577453
39,-0.3793100904343121,-0.9310279901151625,0.008769656747417472,0.05078331283127716,0.004134088924338274,0.004134088924338274,0.008769656747417472
40,-0.310344719497473,-0.9310279901151625,-0.0010547609823255333,0.047840103475890336,0.005449099233797303,0.005449099233797303,-0.0010547609823255333
41,-0.24137934856063392,-0.9310279901151625,-0.0013522190709437723,0.05498758425155756,0.008318175553968344,0.008318175553968344,-0.0013522190709437723
42,-0.17241397762379496,-0.9310279901151625,-0.012538481629333723,0.02494560428915339,0.008935391427867785,0.008935391427867785,-0.012538481629333723
43,-0.10344860668695599,-0.9310279901151625,-0.006311505903147866,0.029831977512875783,0.008739134949447053,0.008739134949447053,-0.006311505903147866
44,-0.034483235750116914,-0.9310279901151625,-0.007467134600371911,0.005926532629571864,0.009454149713284095,0.009454149713284095,-0.007467134600371911
45,0.03448213518672216,-0.9310279901151625,-0.012574989483107594,0.03327805380641382,0.010913633626547436,0.010913633626547436,-0.012574989483107594
46,0.10344750612356113,-0.9310279901151625,-0.024599366352238795,0.02446669922143349,0.010080975568848167,0.010080975568848167,-0.024599366352238795
47,0.1724128770604001,-0.9310279901151625,-0.017414812870906342,0.039279239348389526,0.008539064150385798,0.008539064150385798,-0.017414812870906342
48,0.24137824799723906,-0.9310279901151625,-0.017649860789489772,0.034240455581170316,0.008543386444775888,0.008543386444775888,-0.017649860789489772
49,0.31034361893407825,-0.9310279901151625,-0.024782584372990378,0.0432226231448937,0.0063209728770956645,0.0063209728770956645,-0.024782584372990378
50,0.3793089898709172,-0.9310279901151625,-0.035725041542356506,0.035194665088119394,0.003714453072340982,0.003714453072340982,-0.035725041542356506
51,0.4482743608077562,-0.9310279901151625,-0.04487779976291619,0.043396201673837204,0.002870437766996986,0.002870437766996986,-0.04487779976291619
65,-0.6551715741816682,-0.8620627110833881,0.01514822390753201,0.07979771795414836,0.0011154024754946575,0.0011154024754946575,0.01514822390753201
66,-0.5862062032448291,-0.8620627110833881,0.022003774505646063,0.05412817745790397,0.0020455100185156425,0.0020455100185156425,0.022003774505646063
67,-0.51724083230799,-0.8620627110833881,0.01200820623621858,0.048837653249217614,0.004416054253618144,0.004416054253618144,0.01200820623621858
68,-0.44827546137115104,-0.8620627110833881,0.011784010288898623,0.035017526497370166,0.005743098610175232,0.005743098610175232,0.011784010288898623
69,-0.3793100904343121,-0.8620627110833881,0.008270122403217525,0.019559844753462296,0.007230894194940744,0.007230894194940744,0.008270122403217525
70,-0.310344719497473,-0.8620627110833881,0.006709890364013184,0.014525168587070163,0.008865958509220102,0.008865958509220102,0.006709890364013184
71,-0.24137934856063392,-0.8620627110833881,-0.012804039677965461,0.026100327379745613,0.010891030046035857,0.010891030046035857,-0.012804039677965461
72,-0.17241397762379496,-0.8620627110833881,0.022594465210197,-0.009486660113103002,0.01346469913592375,0.01346469913592375,0.022594465210197
73,-0.10344860668695599,-0.8620627110833881,0.00981105759097279,0.034932027230151805,0.013217632088205034,0.013217632088205034,0.00981105759097279
74,-0.034483235750116914,-0.8620627110833881,0.0024687074588980065,0.014756193539487091,0.013982836521659986,0.013982836521659986,0.0024687074588980065
75,0.03448213518672216,-0.8620627110833881,0.01381471725406748,0.01817104426656241,0.01546368513004321,0.01546368513004321,0.01381471725406748
76,0.10344750612356113,-0.8620627110833881,0.0028307781895785407,0.011276500365435314,0.015686843608918775,0.015686843608918775,0.0028307781895785407
77,0.1724128770604001,-0.8620627110833881,-0.025692468428433528,0.013148295876872483,0.015618497391241857,0.015618497391241857,-0.025692468428433528
78,0.24137824799723906,-0.8620627110833881,-0.022335450411821996,0.02548863024216509,0.015075775523054826,0.015075775523054826,-0.022335450411821996
79,0.31034361893407825,-0.8620627110833881,-0.006676573429542046,0.019549653289304574,0.012454009205924385,0.012454009205924385,-0.006676573429542046
80,0.3793089898709172,-0.8620627110833881,-0.03210499922079605,0.027277266950857946,0.009136850671721958,0.009136850671721958,-0.03210499922079605
81,0.4482743608077562,-0.8620627110833881,-0.0282494908297766,0.026860650872093685,0.007044926675753153,0.007044926675753153,-0.0282494908297766
82,0.5172397317445954,-0.8620627110833881,-0.04809783404460368,0.046261835516691,0.0040299523289564175,0.0040299523289564175,-0.04809783404460368
83,0.5862051026814343,-0.8620627110833881,-0.04127399643502662,0.04209914405486318,0.0025714260627254775,0.0025714260627254775,-0.04127399643502662
94,-0.7241369451185071,-0.7930974320516138,0.033066385965761155,0.046239459419732114,0.0019768446933967317,0.0019768446933967317,0.033066385965761155
95,-0.6551715741816682,-0.7930974320516138,0.027373493348641035,0.05849462790745701,0.0033178978645267178,0.0033178978645267178,0.027373493348641035
96,-0.5862062032448291,-0.7930974320516138,0.01392730384790175,0.038184032975084395,0.0055758659448671526,0.0055758659448671526,0.01392730384790175
97,-0.51724083230799,-0.7930974320516138,0.0037289891339294784,0.03235277435518112,0.008278353941452784,0.008278353941452784,0.0037289891339294784
98,-0.44827546137115104,-0.7930974320516138,-0.002070360757896502,0.019106634042317723,0.00914607443082476,0.00914607443082476,-0.002070360757896502
99,-0.3793100904343121,-0.7930974320516138,0.0035157313413118137,0.02217779454037057,0.010721936191783464,0.010721936191783464,0.0035157313413118137
100,-0.310344719497473,-0.7930974320516138,-0.007390466153303887,0.028225375466113794,0.014595131943120234,0.014595131943120234,-0.007390466153303887
101,-0.24137934856063392,-0.7930974320516138,0.0010362329716653413,-0.0010502508306446717,0.014621244858687429,0.014621244858687429,0.0010362329716653413
102,-0.17241397762379496,-0.7930974320516138,0.009174739891121782,0.016242334222659128,0.016873004397536008,0.016873004397536008,0.009174739891121782
103,-0.10344860668695599,-0.7930974320516138,-0.022846294725898487,-0.02547712619991048,0.019509331040822905,0.019509331040822905,-0.022846294725898487
104,-0.034483235750116914,-0.7930974320516138,-0.020992869932283678,-0.031216034845951843,0.02103269669310085,0.02103269669310085,-0.020992869932283678
105,0.03448213518672216,-0.7930974320516138,-0.032222468874341555,0.02400109712352619,0.020941643417207688,0.020941643417207688,-0.032222468874341555
106,0.10344750612356113,-0.7930974320516138,0.008604151115955644,0.010068342473757826,0.01882040289808838,0.01882040289808838,0.008604151115955644
107,0.1724128770604001,-0.7930974320516138,-0.01799341659356744,0.013781095426913989,0.01996673408609597,0.01996673408609597,-0.01799341659356744
108,0.24137824799723906,-0.7930974320516138,-0.017651656996662952,-0.007913435710027499,0.01744212607282126,0.01744212607282126,-0.017651656996662952
109,0.31034361893407825,-0.7930974320516138,-0.0051548482482006094,0.0344785583661989,0.01869832342760568,0.01869832342760568,-0.0051548482482006094
110,0.3793089898709172,-0.7930974320516138,-0.008440652852327077,0.011200572314381351,0.014076474633392936,0.014076474633392936,-0.008440652852327077
111,0.4482743608077562,-0.7930974320516138,-0.014320171206251855,0.023432186865472496,0.012873534018523456,0.012873534018523456,-0.014320171206251855
112,0.5172397317445954,-0.7930974320516138,-0.022315413083592084,0.017265084381929165,0.009459741419802003,0.009459741419802003,-0.022315413083592084
