-0.6,0.19803
-1,7.3599
-0.86667,7.7544
-1,13.685
-0.86667,13.744
-1,20.757
-0.86667,21.216
-0.46667,23.486
-0.73333,26.739
-1,33.157
-0.86667,33.683
-1,45.024
-0.86667,45.272
-1,52.554
-0.86667,52.987
-1,58.406
-0.86667,58.814
-1,64.255
-0.86667,64.384
-0.73333,64.957
-0.86667,67.054
-1,74.686
-0.86667,74.75
-0.86667,77.501
-1,80.501
-0.066667,83.356
0.86667,86.858
1,91.797
1,99.143
0.86667,99.15
0.86667,100.23
1,109.74
0.86667,109.79
0.86667,110.98
0.73333,113.54
1,122.48
0.86667,123.14
1,125.67
0.86667,128.74
1,132.26
1,159.37
0.86667,159.83
0.73333,159.83
0.6,160.07
0.46667,160.07
0.6,160.11
0.46667,160.22
0.6,160.71
0.46667,160.75
1,177.71
0.86667,178.21
1,178.66
0.86667,179.17
0.73333,179.26
0.066667,180.02
1,190.43
0.86667,190.67
0.73333,190.85
1,197.54
0.86667,197.68
0.86667,200.39
1,207.31
0.86667,207.68
1,211.28
1,215.45
1,235.2
0.86667,235.29
0.73333,235.48
0.86667,236.36
1,248.55
0.86667,248.89
0.73333,248.9
0.6,248.9
0.46667,248.93
0.6,249.05
0.33333,250.1
-0.6,253.43
-0.86667,256.78
-1,265.82
-0.86667,266.56
-1,266.83
-1,275.67
-0.86667,275.82
-1,280.67
-0.86667,280.72
-0.86667,283.6
-1,293.27
-0.86667,294.64
-1,302.15
-0.86667,303.02
-1,304.54
-0.86667,305.29
-1,311.22
-0.86667,312.2
-1,349.06
-0.86667,349.14
-1,368.93
-0.86667,369.07
-1,383.57
-0.86667,383.98
-1,385.68
-0.86667,385.69
-0.73333,386.6
-0.86667,387.35
-0.73333,387.37
-0.6,387.5
-0.46667,387.68
-0.6,387.98
-0.73333,388.1
-0.6,388.34
-0.73333,388.45
-0.86667,388.51
-0.73333,388.54
-0.6,388.63
-0.46667,389.15
-0.6,389.39
-0.73333,389.46
-0.46667,390.04
-0.066667,393.35
0.86667,396.88
0.6,400.1
0.86667,403.53
1,407.3
0.86667,412.74
0.86667,413.41
1,437.48
0.86667,438.76
1,451.13
0.86667,451.13
1,460.3
0.86667,461.08
0.73333,461.1
0.86667,461.16
1,466.44
