0.0095652,0.10028,-0.058617,0.11616
0.08187,0.067551,-0.0014754,0.067567
0.19164,0.021261,-0.043359,0.048291
0.10563,-0.0068218,0.016912,0.018236
0.2591,-0.043908,0.069852,0.082506
0.20858,-0.096455,0.048469,0.10795
1.1241,-0.079548,0.04386,0.090838
0.44096,-0.13045,0.0048566,0.13054
0.18468,-0.1457,-0.0069063,0.14587
0.21714,-0.15352,-0.064967,0.1667
0.0032027,-0.1339,-0.071392,0.15174
0.70664,-0.13859,-0.069059,0.15485
0.29243,-0.085659,-0.044377,0.096472
0.24852,-0.088279,0.018803,0.090259
1.4755,-0.10965,-0.0096997,0.11008
0.19889,-0.11576,-0.026439,0.11874
0.018564,-0.07689,0.0037625,0.076982
0.39381,-0.038388,0.042224,0.057066
0.21746,-0.020175,0.044203,0.048589
0.09883,-0.0046588,-0.014405,0.01514
0.28698,0.061828,-0.019281,0.064765
0.2878,0.059195,-0.0038957,0.059323
0.17802,0.033876,-0.063655,0.072108
0.55034,-0.011401,-0.069218,0.07015
0.04374,-0.019217,-0.12728,0.12872
0.15472,-0.058096,-0.16269,0.17275
0.85756,-0.11832,-0.15893,0.19814
0.036099,-0.10124,-0.16368,0.19246
0.078703,-0.15154,-0.20375,0.25392
0.83667,-0.1149,-0.15863,0.19587
1.4128,-0.11701,-0.21043,0.24077
0.095332,-0.1714,-0.18723,0.25384
0.22029,-0.19657,-0.14166,0.24229
0.46082,-0.13619,-0.16327,0.21262
1.0771,-0.14189,-0.22946,0.26979
0.26047,-0.18077,-0.26487,0.32068
0.80856,-0.22033,-0.26502,0.34464
0.15596,-0.23995,-0.2586,0.35277
0.056085,-0.27258,-0.25479,0.37312
0.55059,-0.26828,-0.19831,0.33362
1.2558,-0.26828,-0.19831,0.33362
1.2585,-0.28184,-0.17396,0.3312
0.19855,-0.28185,-0.17916,0.33397
0.26015,-0.28185,-0.17916,0.33397
0.12369,-0.32268,-0.18032,0.36965
0.18815,-0.32269,-0.18042,0.3697
0.028996,-0.33625,-0.15607,0.3707
0.76587,-0.32445,-0.22055,0.39231
0.83915,-0.33801,-0.1962,0.39082
2.3259,-0.35763,-0.18978,0.40486
0.39017,-0.39651,-0.22519,0.45599
0.081059,-0.39875,-0.21548,0.45324
0.15939,-0.41231,-0.19112,0.45445
1.1373,-0.41231,-0.19112,0.45445
0.18554,-0.47617,-0.20684,0.51915
0.49656,-0.47617,-0.20684,0.51915
0.062293,-0.48749,-0.1922,0.52401
0.051053,-0.50105,-0.16785,0.52842
0.27162,-0.44812,-0.14317,0.47043
1.0686,-0.46446,-0.11222,0.47783
0.034586,-0.41153,-0.087536,0.42074
0.33315,-0.47802,-0.087867,0.48603
0.048671,-0.48026,-0.078157,0.48658
0.3327,-0.44932,-0.099224,0.46015
0.29297,-0.49947,-0.1305,0.51624
0.90024,-0.49946,-0.1304,0.51621
0.15839,-0.56596,-0.13073,0.58086
1.1722,-0.57952,-0.10638,0.5892
0.23437,-0.6127,-0.075607,0.61735
0.0081921,-0.6127,-0.075607,0.61735
0.55773,-0.6127,-0.075607,0.61735
0.66436,-0.6127,-0.075607,0.61735
0.65576,-0.67919,-0.075938,0.68343
0.055782,-0.71238,-0.045162,0.71381
0.67648,-0.71238,-0.045162,0.71381
0.71636,-0.76252,-0.076442,0.76635
2.0238,-0.7957,-0.045666,0.79701
0.32495,-0.7957,-0.045666,0.79701
1.1857,-0.79794,-0.035957,0.79875
0.14085,-0.79794,-0.035957,0.79875
0.84445,-0.79794,-0.035957,0.79875
1.2466,-0.79794,-0.035957,0.79875
0.1255,-0.81581,-0.06809,0.81864
0.68798,-0.7938,-0.034147,0.79453
0.24162,-0.7938,-0.034147,0.79453
0.10844,-0.7938,-0.034147,0.79453
0.19042,-0.80912,0.028763,0.80963
0.20357,-0.79789,0.056357,0.79987
0.42074,-0.79789,0.056357,0.79987
0.10997,-0.73749,0.078241,0.74163
0.04023,-0.78764,0.04696,0.78904
0.63268,-0.80965,0.013016,0.80975
0.10542,-0.80965,0.013016,0.80975
0.01759,-0.80965,0.013016,0.80975
0.36907,-0.80965,0.013016,0.80975
0.0092702,-0.87004,-0.0088667,0.87009
0.074661,-0.88791,-0.041001,0.88885
0.21745,-0.88791,-0.041001,0.88885
0.97843,-0.9544,-0.041331,0.9553
0.067237,-0.88809,-0.04289,0.88912
0.43739,-0.88809,-0.04289,0.88912
0.77012,-0.88809,-0.04289,0.88912
0.038226,-0.9544,-0.041331,0.9553
